conID,tstID,poiID,x,y
108,1,0,6.99,20.11
108,1,1,6.16,0.02
108,1,2,2.83,26.58
108,2,0,6.94,27.68
108,2,1,5.52,1.56
108,2,2,5.76,27.88
109,0,0,1.11,1.41
109,0,1,2.01,0.67
109,0,2,6.75,27.37
109,1,0,1.54,22.28
109,1,1,2.39,0.04
109,1,2,3.49,26.55
109,2,0,1.57,26.37
109,2,1,2.95,-0.39
109,2,2,2.62,26.46
110,0,0,6.98,-0.45
110,0,1,6.07,-1.63
110,0,2,2.82,26.47
110,1,0,2.1,19.56
110,1,1,5.91,-2.22
110,1,2,2.31,25.59
110,2,0,0.79,25.37
110,2,1,5.5,-2.57
110,2,2,1.86,25.18
111,0,0,9.27,-1.81
111,0,1,7.9,-2.63
111,0,2,2.65,25.27
111,1,0,2.16,16.85
111,1,1,9.26,-2.69
111,1,2,2.43,24.87
111,2,0,-0.5,23.54
111,2,1,7.89,-2.35
111,2,2,0.46,23.68
112,0,0,5.04,0.67
112,0,1,5.02,-0.26
112,0,2,0.26,26.38
112,1,0,2.58,17.23
112,1,1,4.96,0.61
112,1,2,0.31,25.86
112,2,0,0.99,25.83
112,2,1,4.84,1.01
112,2,2,0.13,26.67
113,0,0,4.77,1.09
113,0,1,3.41,0.82
113,0,2,2.35,26.62
113,1,0,6.1,18.07
113,1,1,3.63,0.91
113,1,2,3.96,27.51
113,2,0,6.75,26.36
113,2,1,3.47,0.28
113,2,2,5.75,26.22
114,0,0,0.9,0.75
114,0,1,1.89,0.37
114,0,2,5.09,26.31
114,1,0,6.3,18.98
114,1,1,1.97,-0.11
114,1,2,6.32,25.78
114,2,0,8.13,25.44
114,2,1,2.61,-0.91
114,2,2,7.27,25.53
115,0,0,-0.01,0.8
115,0,1,0.79,-0.03
115,0,2,6.02,25.82
115,1,0,5.94,21.87
115,1,1,1.85,-1.16
115,1,2,7.54,25.65
115,2,0,6.69,25.51
115,2,1,2.53,-1.73
115,2,2,7.91,25.49
116,0,0,-0.28,-2.04
116,0,1,0.68,-2.32
116,0,2,6.52,25.28
116,1,0,5.34,19.34
116,1,1,1.04,-2.4
116,1,2,7.28,24.86
116,2,0,6.22,23.5
116,2,1,1.76,-2.24
116,2,2,7.51,23.59
117,0,0,1.19,6.17
117,0,1,2.16,4.71
117,0,2,5.55,23.79
117,1,0,7.05,21.23
117,1,1,2.32,7.02
117,1,2,6.22,24.24
117,2,0,8.1,23.98
117,2,1,2.98,7.16
117,2,2,6.92,24.1
118,0,0,4.99,0.42
118,0,1,5.02,-0.33
118,0,2,0.33,26.53
118,1,0,1.07,17.18
118,1,1,4.91,0.61
118,1,2,0.39,26.02
118,2,0,-1.32,25.4
118,2,1,4.89,0.64
118,2,2,-0.28,26.0
119,0,0,4.26,-0.69
119,0,1,3.0,-0.53
119,0,2,1.78,26.01
119,1,0,7.01,20.11
119,1,1,2.68,-1.11
119,1,2,4.68,26.82
119,2,0,7.57,27.32
119,2,1,2.79,-1.31
119,2,2,6.78,27.36
120,0,0,1.58,-0.98
120,0,1,0.37,-1.37
120,0,2,6.81,28.23
120,1,0,6.94,21.67
120,1,1,1.03,-1.67
120,1,2,6.17,27.47
120,2,0,8.08,27.68
120,2,1,1.69,-1.53
120,2,2,7.14,27.97
121,0,0,-0.42,0.46
121,0,1,0.29,-0.28
121,0,2,6.52,25.87
121,1,0,6.48,19.99
121,1,1,1.76,-0.86
121,1,2,6.79,24.9
121,2,0,7.44,23.74
121,2,1,2.47,-1.13
121,2,2,6.87,24.6
122,0,0,3.0,0.22
122,0,1,3.8,-0.65
122,0,2,5.02,25.38
122,1,0,6.35,21.38
122,1,1,3.88,-1.82
122,1,2,5.41,25.15
122,2,0,6.61,25.02
122,2,1,3.7,-1.95
122,2,2,5.84,25.05
123,0,0,0.08,-0.27
123,0,1,1.21,-1.77
123,0,2,4.81,25.81
123,1,0,6.12,20.29
123,1,1,1.15,-1.57
123,1,2,5.81,25.72
123,2,0,7.1,24.97
123,2,1,1.76,-1.76
123,2,2,6.44,25.56
124,0,0,1.92,-2.31
124,0,1,2.56,-2.9
124,0,2,5.13,25.14
124,1,0,5.86,21.05
124,1,1,3.19,-2.68
124,1,2,5.4,25.34
124,2,0,6.35,24.89
124,2,1,3.37,-2.41
124,2,2,5.54,25.53
125,0,0,4.98,0.58
125,0,1,5.05,-0.26
125,0,2,0.37,25.03
125,1,0,1.16,17.55
125,1,1,5.05,0.57
125,1,2,0.68,23.57
125,2,0,-0.52,23.66
125,2,1,4.93,0.63
125,2,2,0.45,23.78
126,0,0,5.05,0.2
126,0,1,3.74,-0.43
126,0,2,2.31,24.56
126,1,0,1.9,18.71
126,1,1,3.84,-0.79
126,1,2,2.36,25.0
126,2,0,1.0,24.99
126,2,1,4.26,-1.08
126,2,2,1.96,25.45
127,0,0,6.32,-1.01
127,0,1,5.22,-1.5
127,0,2,3.12,26.04
127,1,0,1.23,18.7
127,1,1,5.25,-1.39
127,1,2,2.45,25.74
127,2,0,-0.62,25.82
127,2,1,4.96,-1.65
127,2,2,0.49,25.54
128,0,0,7.54,0.52
128,0,1,6.21,-0.44
128,0,2,2.48,27.09
128,1,0,5.82,20.21
128,1,1,6.11,0.31
128,1,2,3.65,27.47
128,2,0,5.4,26.89
128,2,1,5.14,-0.36
128,2,2,4.53,27.18
129,0,0,0.94,-0.71
129,0,1,1.78,-2.18
129,0,2,4.58,26.17
129,1,0,5.75,21.01
129,1,1,2.04,-2.48
129,1,2,5.4,25.21
129,2,0,6.48,24.28
129,2,1,2.48,-1.68
129,2,2,5.64,24.6
130,0,0,2.97,-1.91
130,0,1,1.74,-2.16
130,0,2,4.74,25.03
130,1,0,2.14,19.61
130,1,1,2.35,-2.11
130,1,2,3.46,25.81
130,2,0,1.86,25.11
130,2,1,3.11,-2.14
130,2,2,2.76,25.01
131,0,0,8.67,-2.48
131,0,1,7.25,-2.93
131,0,2,3.08,25.52
131,1,0,6.85,23.49
131,1,1,7.25,-2.4
131,1,2,5.38,25.21
131,2,0,6.7,25.97
131,2,1,6.45,-2.53
131,2,2,5.71,26.13
132,0,0,5.02,0.52
132,0,1,4.99,-0.23
132,0,2,0.32,26.61
132,1,0,3.38,17.19
132,1,1,4.97,0.66
132,1,2,0.53,26.37
132,2,0,2.36,26.08
132,2,1,4.81,1.04
132,2,2,1.28,26.04
133,0,0,4.57,-0.84
133,0,1,3.45,-1.39
133,0,2,3.76,27.54
133,1,0,1.96,18.1
133,1,1,3.43,-1.84
133,1,2,2.73,27.25
133,2,0,0.62,26.68
133,2,1,4.41,-2.27
133,2,2,1.7,26.78
134,0,0,2.86,-0.94
134,0,1,3.96,-1.59
134,0,2,3.79,26.13
134,1,0,6.92,18.99
134,1,1,3.44,-1.72
134,1,2,5.87,25.97
134,2,0,8.02,25.52
134,2,1,3.26,-2.01
134,2,2,7.3,25.96
135,0,0,-0.67,-1.0
135,0,1,0.09,-1.86
135,0,2,5.78,25.91
135,1,0,6.02,19.47
135,1,1,0.83,-1.73
135,1,2,6.27,25.51
135,2,0,7.36,24.92
135,2,1,1.7,-1.85
135,2,2,6.6,25.12
136,0,0,1.24,-0.69
136,0,1,2.0,-1.53
136,0,2,5.68,25.49
136,1,0,5.44,20.54
136,1,1,3.25,-2.48
136,1,2,6.96,25.25
136,2,0,5.76,24.86
136,2,1,3.53,-2.88
136,2,2,7.08,25.08
137,0,0,0.34,-1.89
137,0,1,1.03,-2.53
137,0,2,5.26,25.42
137,1,0,5.11,20.49
137,1,1,2.54,-2.63
137,1,2,6.72,25.41
137,2,0,5.65,24.97
137,2,1,3.2,-2.27
137,2,2,6.79,24.73
138,0,0,-0.94,-1.01
138,0,1,0.05,-1.7
138,0,2,5.71,22.51
138,1,0,1.34,19.43
138,1,1,1.27,-0.48
138,1,2,2.38,19.28
138,2,0,1.82,2.42
138,2,1,2.82,0.18
138,2,2,1.84,16.0
139,0,0,1.91,0.47
139,0,1,2.86,-0.02
139,0,2,2.71,15.79
139,1,0,1.73,15.45
139,1,1,3.45,0.29
139,1,2,3.59,15.57
139,2,0,3.17,3.9
139,2,1,4.04,1.22
139,2,2,3.04,15.36
