"4","8","8","8","4","2","8","3","10","8","8","4","10","4","4","4","33","4","10","9","18","10","36","6","34","8","12","6","40","0","34","4","34","8","13","28","8","40","7","16","42","10","11","38","2","19","33","8","9","30","8","16","38","10","34","36","41","9","40","42","40","8","40","33","33","8","18","38","24","4","20","8","32","5","28","37","41","2","9","38","26","14","8","24","28","38","21","8","40","20","10","38","2","10","28","10","30","5","36","40","22","35","2","26","23","35","36","4","24","30","8","10","6","32","40","40","38","38","2","37","40","41","38","38","38","6","12","8","16","38","26","16","7","14","36","38","40","38","36","26"
"31","30","27","29","35","36","28","38","28","28","30","36","27","37","34","35","2","36","28","26","40","28","34","30","10","28","40","38","16","34","0","34","14","28","38","14","28","16","28","45","18","26","36","18","34","22","6","26","35","14","32","20","16","26","12","30","24","28","16","20","21","29","15","34","30","30","39","16","34","34","28","33","12","36","7","20","18","32","31","16","35","29","26","30","8","16","38","30","16","38","30","17","34","30","30","37","12","38","11","16","39","13","36","12","38","9","11","34","14","35","34","36","28","6","19","24","27","19","34","5","18","22","18","18","18","32","30","33","20","20","32","19","28","36","14","20","24","26","40","34"
"4","8","11","10","4","3","10","4","12","10","9","4","10","5","6","2","34","4","10","10","20","11","37","7","38","10","11","4","42","4","34","0","36","8","12","27","10","39","10","16","46","12","10","40","4","18","32","10","10","30","10","15","40","11","34","38","42","9","41","42","41","8","42","33","35","10","16","38","22","2","21","6","36","2","28","36","40","5","9","40","24","14","8","26","28","36","22","8","42","18","8","40","2","12","30","9","32","4","38","38","20","35","4","26","22","35","36","3","24","28","7","7","8","32","40","40","38","39","2","37","38","40","37","40","38","6","11","8","15","39","25","16","9","12","38","38","40","40","36","27"
"33","31","29","30","36","35","30","36","30","30","29","36","28","38","36","38","14","34","33","32","36","30","30","33","8","28","40","33","12","34","14","36","0","29","39","13","28","18","30","38","14","29","40","12","34","30","9","28","40","16","32","29","12","28","14","24","18","28","12","15","16","32","9","30","24","28","43","12","36","35","27","38","8","36","18","18","14","34","40","12","34","36","32","29","18","12","38","30","11","36","37","12","35","36","28","42","6","36","6","19","40","6","36","19","39","6","14","36","21","31","42","41","32","14","14","18","18","7","35","12","16","18","16","13","10","34","36","42","28","12","31","26","30","42","14","14","18","17","28","26"
"6","8","2","4","10","8","2","10","5","2","2","10","3","10","10","10","28","8","12","4","25","4","34","6","28","2","18","10","36","8","28","8","29","0","19","24","2","34","3","22","39","3","18","32","7","12","28","2","14","22","9","10","34","4","28","41","36","3","36","40","37","5","34","39","38","3","22","34","30","9","20","12","28","10","22","35","36","7","16","31","30","18","6","28","21","32","27","3","36","24","10","32","8","12","34","16","25","10","30","34","27","29","8","20","29","29","30","9","18","34","14","14","5","26","36","40","40","33","6","31","36","38","32","34","34","8","16","15","10","34","32","10","2","18","30","34","40","38","40","26"
"14","18","18","18","14","12","18","12","20","20","19","12","20","12","12","13","36","14","16","20","14","20","33","16","38","19","6","12","41","13","38","12","39","19","0","36","20","40","18","13","47","19","10","40","14","27","34","20","6","37","16","20","38","20","37","33","44","21","42","40","40","18","40","29","29","19","10","41","19","12","26","10","42","14","32","40","42","16","14","41","17","16","16","23","32","33","20","17","38","12","19","38","14","18","26","10","36","11","39","42","14","40","13","31","18","34","34","12","28","25","14","12","14","36","41","40","36","38","13","38","36","40","40","41","36","14","14","10","23","40","22","21","18","10","42","38","38","37","32","28"
"25","26","24","24","30","30","24","30","24","24","24","30","22","30","30","28","14","27","28","24","40","24","30","28","14","24","36","26","20","28","14","27","13","24","36","0","22","18","24","34","24","25","34","16","27","22","10","23","35","6","27","23","20","24","16","28","20","23","20","24","22","25","18","34","32","24","38","17","36","28","28","31","14","28","16","20","18","26","35","18","37","30","28","34","16","16","39","23","20","36","27","18","27","30","32","34","9","30","14","22","38","12","30","14","40","12","18","28","18","34","32","32","26","10","19","24","22","18","28","16","20","21","19","18","20","28","32","34","21","17","33","22","24","34","16","18","24","24","29","27"
"6","8","4","4","10","8","2","9","4","3","1","10","2","10","12","10","30","8","14","5","25","4","34","6","28","1","18","10","36","8","28","10","28","2","20","22","0","35","4","21","39","4","19","32","8","14","28","2","16","23","8","10","34","4","28","40","35","2","36","40","37","6","34","38","38","2","24","34","31","10","20","14","28","10","23","34","36","7","17","31","31","19","8","28","22","32","27","4","35","26","12","32","8","12","34","18","24","10","28","36","28","29","9","21","30","29","30","9","18","34","15","14","6","28","36","40","38","32","8","32","36","38","32","34","34","8","18","16","10","32","32","12","3","20","30","34","40","38","39","26"
"36","39","36","37","42","41","36","42","36","35","36","41","35","42","40","39","16","40","38","33","38","33","25","38","22","36","42","42","10","40","16","39","18","34","40","18","35","0","36","38","22","36","40","10","38","26","18","34","42","16","40","30","10","34","12","18","15","35","6","13","12","35","14","24","24","36","36","8","30","40","32","40","13","40","20","7","8","38","39","10","29","34","38","31","21","13","26","36","9","35","32","10","38","37","23","42","22","42","22","8","32","12","40","20","32","18","12","40","30","24","36","40","37","15","8","12","15","13","39","12","10","10","6","8","12","38","38","40","29","8","28","30","35","34","9","11","12","14","29","32"
"6","6","2","4","8","9","2","10","4","2","3","12","4","10","8","10","27","10","12","4","24","4","36","6","28","4","18","12","36","7","28","10","30","3","18","24","4","36","0","23","38","3","18","34","8","14","26","4","14","25","6","9","35","4","30","42","38","4","38","42","38","6","34","38","38","4","23","34","30","9","20","13","28","11","22","37","38","6","16","34","30","18","6","26","21","32","28","3","35","26","12","32","8","10","34","16","26","11","30","36","28","30","7","22","28","28","31","8","18","36","14","15","6","28","38","42","42","34","8","31","36","40","35","36","35","8","17","14","11","35","32","10","2","20","33","36","42","40","41","28"
